<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,5,20200825,155000,124.28,124.28,123.7,123.77,4558064,0
AAPL.US,5,20200825,155500,123.79,124.35,123.75,124.32,3379996,0
AAPL.US,5,20200825,160000,124.32,124.34,124.02,124.13,1785332,0
AAPL.US,5,20200825,160500,124.13,124.25,123.43,123.49,3490444,0
AAPL.US,5,20200825,161000,123.49,123.62,123.07,123.43,3830416,0
AAPL.US,5,20200825,161500,123.46,123.93,123.38,123.77,3852516,0
AAPL.US,5,20200825,162000,123.78,123.8,123.44,123.64,2645752,0
AAPL.US,5,20200825,162500,123.64,123.76,123.23,123.44,2584252,0
AAPL.US,5,20200825,163000,123.44,123.44,123.13,123.31,2014480,0
AAPL.US,5,20200825,163500,123.32,123.86,123.22,123.85,3230656,0
AAPL.US,5,20200825,164000,123.85,123.95,123.57,123.61,2301020,0
AAPL.US,5,20200825,164500,123.61,123.97,123.56,123.62,2078176,0
AAPL.US,5,20200825,165000,123.61,123.64,123.38,123.46,1414644,0
AAPL.US,5,20200825,165500,123.47,123.86,123.37,123.86,1988088,0
AAPL.US,5,20200825,170000,123.86,124.31,123.72,124.21,3149368,0
AAPL.US,5,20200825,170500,124.22,124.48,124.17,124.44,2300680,0
AAPL.US,5,20200825,171000,124.46,124.65,124.27,124.63,2423764,0
AAPL.US,5,20200825,171500,124.63,124.84,124.56,124.82,2416144,0
AAPL.US,5,20200825,172000,124.83,124.86,124.4,124.5,1826564,0
AAPL.US,5,20200825,172500,124.49,124.6,124.17,124.28,1720808,0
AAPL.US,5,20200825,173000,124.29,124.36,124.03,124.32,2066908,0
AAPL.US,5,20200825,173500,124.31,124.32,123.88,123.91,2376372,0
AAPL.US,5,20200825,174000,123.9,124.15,123.74,123.85,2472904,0
AAPL.US,5,20200825,174500,123.85,124.06,123.78,124.02,1550288,0
AAPL.US,5,20200825,175000,124.02,124.22,124,124.12,1791764,0
AAPL.US,5,20200825,175500,124.12,124.27,123.96,123.97,1385380,0
AAPL.US,5,20200825,180000,123.98,124.11,123.65,123.74,2415352,0
AAPL.US,5,20200825,180500,123.74,123.87,123.6,123.81,2017932,0
AAPL.US,5,20200825,181000,123.81,123.85,123.47,123.59,1711896,0
AAPL.US,5,20200825,181500,123.58,123.75,123.51,123.66,1269972,0
AAPL.US,5,20200825,182000,123.67,123.86,123.64,123.81,1440276,0
AAPL.US,5,20200825,182500,123.8,123.97,123.79,123.92,1107972,0
AAPL.US,5,20200825,183000,123.91,124,123.78,123.93,1142892,0
AAPL.US,5,20200825,183500,123.93,123.98,123.81,123.96,803184,0
AAPL.US,5,20200825,184000,123.96,124.17,123.95,124.05,1391200,0
AAPL.US,5,20200825,184500,124.06,124.12,123.91,123.93,1043644,0
AAPL.US,5,20200825,185000,123.93,123.97,123.8,123.85,997048,0
AAPL.US,5,20200825,185500,123.84,123.94,123.78,123.84,818380,0
AAPL.US,5,20200825,190000,123.82,123.95,123.75,123.78,995396,0
AAPL.US,5,20200825,190500,123.79,123.81,123.58,123.71,1306416,0
AAPL.US,5,20200825,191000,123.72,123.9,123.64,123.85,983056,0
AAPL.US,5,20200825,191500,123.85,123.91,123.76,123.9,611560,0
AAPL.US,5,20200825,192000,123.9,124.07,123.85,124.03,981236,0
AAPL.US,5,20200825,192500,124.04,124.23,124.04,124.18,1225428,0
AAPL.US,5,20200825,193000,124.19,124.28,123.94,124,1463684,0
AAPL.US,5,20200825,193500,124,124,123.86,123.89,1036624,0
AAPL.US,5,20200825,194000,123.89,124.11,123.8,124.04,1282716,0
AAPL.US,5,20200825,194500,124.04,124.05,123.73,123.78,1178848,0
AAPL.US,5,20200825,195000,123.79,123.95,123.76,123.91,1126560,0
AAPL.US,5,20200825,195500,123.91,124,123.81,123.83,782828,0
AAPL.US,5,20200825,200000,123.85,123.86,123.71,123.79,965560,0
AAPL.US,5,20200825,200500,123.79,123.9,123.76,123.86,692068,0
AAPL.US,5,20200825,201000,123.85,124,123.85,123.93,799260,0
AAPL.US,5,20200825,201500,123.93,124,123.79,123.82,873520,0
AAPL.US,5,20200825,202000,123.82,123.87,123.76,123.83,782572,0
AAPL.US,5,20200825,202500,123.83,123.94,123.81,123.88,704480,0
AAPL.US,5,20200825,203000,123.89,123.96,123.81,123.95,814816,0
AAPL.US,5,20200825,203500,123.95,124.06,123.8,123.84,1037928,0
AAPL.US,5,20200825,204000,123.84,124.02,123.79,123.91,921964,0
AAPL.US,5,20200825,204500,123.92,124.17,123.91,124.09,1334496,0
AAPL.US,5,20200825,205000,124.09,124.12,123.92,124.01,1228596,0
AAPL.US,5,20200825,205500,124,124.21,123.86,124.13,1446172,0
AAPL.US,5,20200825,210000,124.13,124.31,124.03,124.24,1610124,0
AAPL.US,5,20200825,210500,124.25,124.5,124.15,124.46,2012688,0
AAPL.US,5,20200825,211000,124.46,124.71,124.46,124.58,3241792,0
AAPL.US,5,20200825,211500,124.57,124.86,124.53,124.83,2329284,0
AAPL.US,5,20200825,212000,124.83,124.97,124.68,124.97,2704632,0
AAPL.US,5,20200825,212500,124.98,125.02,124.75,124.82,3049532,0
AAPL.US,5,20200825,213000,124.82,124.9,124.68,124.86,2496584,0
AAPL.US,5,20200825,213500,124.87,125.01,124.86,124.98,2587832,0
AAPL.US,5,20200825,214000,124.98,125.07,124.76,124.77,2371800,0
AAPL.US,5,20200825,214500,124.78,124.85,124.57,124.65,2170956,0
AAPL.US,5,20200825,215000,124.63,124.93,124.62,124.83,2136528,0
AAPL.US,5,20200825,215500,124.83,124.97,124.71,124.82,7863032,0
AAPL.US,5,20200826,153000,126.18,126.59,125.88,126.38,5986924,0
AAPL.US,5,20200826,153500,126.4,126.97,126.36,126.8,4254320,0
AAPL.US,5,20200826,154000,126.81,126.99,126.45,126.54,2600376,0
AAPL.US,5,20200826,154500,126.55,126.75,126.26,126.62,2558864,0
AAPL.US,5,20200826,155000,126.63,126.64,125.85,125.92,2818264,0
AAPL.US,5,20200826,155500,125.92,126.35,125.9,125.98,2527232,0
AAPL.US,5,20200826,160000,125.99,126.06,125.45,125.76,3143104,0
AAPL.US,5,20200826,160500,125.76,125.81,125.59,125.69,1503888,0
AAPL.US,5,20200826,161000,125.68,125.7,125.39,125.47,1776772,0
AAPL.US,5,20200826,161500,125.46,125.86,125.45,125.52,2106800,0
AAPL.US,5,20200826,162000,125.51,125.52,125.08,125.29,2217540,0
AAPL.US,5,20200826,162500,125.29,125.57,125.12,125.45,2168060,0
AAPL.US,5,20200826,163000,125.46,125.81,125.46,125.76,1612492,0
AAPL.US,5,20200826,163500,125.76,125.9,125.65,125.86,1479904,0
AAPL.US,5,20200826,164000,125.84,125.97,125.56,125.63,1609808,0
AAPL.US,5,20200826,164500,125.62,125.67,125.49,125.57,1073076,0
AAPL.US,5,20200826,165000,125.57,125.61,125.38,125.55,1163184,0
AAPL.US,5,20200826,165500,125.56,125.65,125.53,125.56,948048,0
AAPL.US,5,20200826,170000,125.57,125.86,125.57,125.72,1155976,0
AAPL.US,5,20200826,170500,125.71,125.87,125.66,125.71,960524,0
AAPL.US,5,20200826,171000,125.71,125.72,125.44,125.49,1320056,0
AAPL.US,5,20200826,171500,125.49,125.55,125.33,125.43,1127740,0
AAPL.US,5,20200826,172000,125.44,125.62,125.38,125.56,858328,0
AAPL.US,5,20200826,172500,125.57,125.82,125.49,125.75,1108068,0
AAPL.US,5,20200826,173000,125.74,125.86,125.61,125.64,1157264,0
AAPL.US,5,20200826,173500,125.65,125.7,125.57,125.68,712896,0
AAPL.US,5,20200826,174000,125.68,125.93,125.68,125.89,1292824,0
AAPL.US,5,20200826,174500,125.9,126.02,125.83,125.99,1284248,0
AAPL.US,5,20200826,175000,125.98,126.2,125.95,126.19,1487176,0
AAPL.US,5,20200826,175500,126.19,126.27,126.08,126.21,1445132,0
AAPL.US,5,20200826,180000,126.21,126.25,125.79,125.98,1570236,0
AAPL.US,5,20200826,180500,125.97,126.08,125.86,125.91,1011172,0
AAPL.US,5,20200826,181000,125.91,126.4,125.89,126.4,2225992,0
AAPL.US,5,20200826,181500,126.4,126.52,126.27,126.49,1885516,0
AAPL.US,5,20200826,182000,126.5,126.62,126.34,126.59,1468300,0
AAPL.US,5,20200826,182500,126.59,126.82,126.5,126.67,2248532,0
AAPL.US,5,20200826,183000,126.67,126.8,126.44,126.49,1715040,0
AAPL.US,5,20200826,183500,126.49,126.59,126.27,126.3,1719320,0
AAPL.US,5,20200826,184000,126.3,126.38,126.21,126.29,1543968,0
AAPL.US,5,20200826,184500,126.29,126.29,126.1,126.28,1117136,0
AAPL.US,5,20200826,185000,126.27,126.49,126.26,126.42,1272268,0
AAPL.US,5,20200826,185500,126.42,126.46,126.15,126.17,958176,0
AAPL.US,5,20200826,190000,126.18,126.29,126.1,126.11,844252,0
AAPL.US,5,20200826,190500,126.11,126.23,125.9,125.97,938176,0
AAPL.US,5,20200826,191000,125.97,126.11,125.84,126.06,1138416,0
AAPL.US,5,20200826,191500,126.05,126.25,126.01,126.17,787972,0
AAPL.US,5,20200826,192000,126.18,126.26,126.07,126.24,756816,0
AAPL.US,5,20200826,192500,126.23,126.25,126.07,126.08,597800,0
AAPL.US,5,20200826,193000,126.1,126.14,126.05,126.09,564684,0
AAPL.US,5,20200826,193500,126.1,126.31,126.06,126.28,784020,0
AAPL.US,5,20200826,194000,126.28,126.3,126.18,126.21,689488,0
AAPL.US,5,20200826,194500,126.21,126.35,126.19,126.33,785640,0
AAPL.US,5,20200826,195000,126.33,126.42,126.21,126.24,840564,0
AAPL.US,5,20200826,195500,126.23,126.32,126.21,126.31,536612,0
AAPL.US,5,20200826,200000,126.31,126.47,126.25,126.41,633060,0
AAPL.US,5,20200826,200500,126.41,126.42,126.28,126.35,462276,0
AAPL.US,5,20200826,201000,126.35,126.36,126.21,126.24,600700,0
AAPL.US,5,20200826,201500,126.24,126.28,126.14,126.15,781508,0
AAPL.US,5,20200826,202000,126.15,126.21,126.08,126.11,755140,0
AAPL.US,5,20200826,202500,126.13,126.22,126.09,126.15,725304,0
AAPL.US,5,20200826,203000,126.16,126.2,125.95,125.96,1104104,0
AAPL.US,5,20200826,203500,125.97,125.98,125.75,125.85,1396884,0
AAPL.US,5,20200826,204000,125.86,125.97,125.59,125.63,1494352,0
AAPL.US,5,20200826,204500,125.63,125.93,125.57,125.89,1183476,0
AAPL.US,5,20200826,205000,125.89,125.92,125.57,125.59,1137996,0
AAPL.US,5,20200826,205500,125.59,125.73,125.4,125.63,1758564,0
AAPL.US,5,20200826,210000,125.63,125.66,125.46,125.52,981716,0
AAPL.US,5,20200826,210500,125.52,125.92,125.52,125.78,1386628,0
AAPL.US,5,20200826,211000,125.78,125.93,125.75,125.92,883472,0
AAPL.US,5,20200826,211500,125.93,125.93,125.75,125.85,775460,0
AAPL.US,5,20200826,212000,125.85,126.07,125.8,125.91,1236396,0
AAPL.US,5,20200826,212500,125.91,126.04,125.89,126.01,751992,0
AAPL.US,5,20200826,213000,126.02,126.06,125.85,125.86,1119084,0
AAPL.US,5,20200826,213500,125.86,126.15,125.86,126.07,1430904,0
AAPL.US,5,20200826,214000,126.06,126.12,125.94,125.97,1299968,0
AAPL.US,5,20200826,214500,125.97,126.25,125.94,126.24,1577648,0
AAPL.US,5,20200826,215000,126.24,126.45,126.22,126.44,2233240,0
AAPL.US,5,20200826,215500,126.44,126.58,126.42,126.52,9219932,0
AAPL.US,5,20200827,153000,127.14,127.49,126.71,127.23,4111724,0
AAPL.US,5,20200827,153500,127.24,127.43,126.74,126.81,1863012,0
AAPL.US,5,20200827,154000,126.83,127.2,126.77,127.11,1353880,0
AAPL.US,5,20200827,154500,127.12,127.18,126.56,127.02,1588332,0
AAPL.US,5,20200827,155000,127.03,127.15,126.88,126.95,1183804,0
AAPL.US,5,20200827,155500,126.96,126.98,126.71,126.77,1319688,0
AAPL.US,5,20200827,160000,126.77,126.84,126.12,126.14,1706932,0
AAPL.US,5,20200827,160500,126.12,126.25,125.77,125.96,1709636,0
AAPL.US,5,20200827,161000,125.96,126.19,125.73,126.08,1214012,0
AAPL.US,5,20200827,161500,126.09,126.41,126,126.39,1189024,0
AAPL.US,5,20200827,162000,126.39,126.39,126.08,126.1,914384,0
AAPL.US,5,20200827,162500,126.09,126.42,125.96,126.39,907032,0
AAPL.US,5,20200827,163000,126.39,126.46,126.28,126.41,743672,0
AAPL.US,5,20200827,163500,126.42,126.42,125.99,126.05,1211204,0
AAPL.US,5,20200827,164000,126.06,126.11,125.84,126.06,839152,0
AAPL.US,5,20200827,164500,126.07,126.07,125.8,125.86,851672,0
AAPL.US,5,20200827,165000,125.85,126.21,125.78,126.19,1325352,0
AAPL.US,5,20200827,165500,126.18,126.31,126.08,126.2,911568,0
AAPL.US,5,20200827,170000,126.19,126.44,126.05,126.37,1253596,0
AAPL.US,5,20200827,170500,126.37,126.39,126.2,126.25,651932,0
AAPL.US,5,20200827,171000,126.24,126.31,126.17,126.22,676084,0
AAPL.US,5,20200827,171500,126.24,126.28,126,126.02,892104,0
AAPL.US,5,20200827,172000,126.03,126.19,125.95,125.97,894012,0
AAPL.US,5,20200827,172500,125.98,126.05,125.89,126,870896,0
AAPL.US,5,20200827,173000,126.01,126.15,125.92,126.12,760200,0
AAPL.US,5,20200827,173500,126.13,126.22,126.1,126.21,768612,0
AAPL.US,5,20200827,174000,126.21,126.33,126.16,126.29,1000656,0
AAPL.US,5,20200827,174500,126.29,126.39,126.19,126.22,838248,0
AAPL.US,5,20200827,175000,126.22,126.34,126.14,126.31,634412,0
AAPL.US,5,20200827,175500,126.31,126.34,126.16,126.18,526068,0
AAPL.US,5,20200827,180000,126.19,126.21,125.89,126.04,1171968,0
AAPL.US,5,20200827,180500,126.04,126.08,125.94,126.04,648556,0
AAPL.US,5,20200827,181000,126.04,126.06,125.94,126.01,527692,0
AAPL.US,5,20200827,181500,126.01,126.04,125.78,125.78,1204232,0
AAPL.US,5,20200827,182000,125.78,125.79,125.53,125.74,1696172,0
AAPL.US,5,20200827,182500,125.74,125.82,125.54,125.58,1101276,0
AAPL.US,5,20200827,183000,125.57,125.72,125.28,125.35,1463820,0
AAPL.US,5,20200827,183500,125.33,125.39,125.05,125.25,1978068,0
AAPL.US,5,20200827,184000,125.26,125.3,125.06,125.1,1185948,0
AAPL.US,5,20200827,184500,125.08,125.08,124.54,124.64,3154660,0
AAPL.US,5,20200827,185000,124.61,124.7,123.83,124.28,3987784,0
AAPL.US,5,20200827,185500,124.27,124.6,124.2,124.4,2352428,0
AAPL.US,5,20200827,190000,124.37,124.49,124.1,124.3,1593224,0
AAPL.US,5,20200827,190500,124.29,124.8,124.04,124.79,2305184,0
AAPL.US,5,20200827,191000,124.79,124.93,124.64,124.74,1589180,0
AAPL.US,5,20200827,191500,124.75,124.8,124.43,124.62,1121492,0
AAPL.US,5,20200827,192000,124.61,124.97,124.49,124.84,1374276,0
AAPL.US,5,20200827,192500,124.84,125.22,124.83,125.16,1736504,0
AAPL.US,5,20200827,193000,125.16,125.21,124.93,125.03,999124,0
AAPL.US,5,20200827,193500,125.03,125.14,124.93,125.01,716856,0
AAPL.US,5,20200827,194000,125.02,125.1,124.77,124.89,859524,0
AAPL.US,5,20200827,194500,124.89,125.05,124.75,124.95,751428,0
AAPL.US,5,20200827,195000,124.95,124.97,124.57,124.73,1041076,0
AAPL.US,5,20200827,195500,124.73,125.43,124.71,125.4,1723964,0
AAPL.US,5,20200827,200000,125.38,125.65,125.27,125.54,1796888,0
AAPL.US,5,20200827,200500,125.53,125.58,125.4,125.44,946588,0
AAPL.US,5,20200827,201000,125.46,125.54,125.32,125.45,910720,0
AAPL.US,5,20200827,201500,125.44,125.58,125.42,125.56,692652,0
AAPL.US,5,20200827,202000,125.56,125.61,125.31,125.32,775812,0
AAPL.US,5,20200827,202500,125.33,125.65,125.33,125.58,884612,0
AAPL.US,5,20200827,203000,125.58,125.62,125.49,125.53,590952,0
AAPL.US,5,20200827,203500,125.54,125.74,125.54,125.67,777928,0
AAPL.US,5,20200827,204000,125.67,125.84,125.67,125.82,873188,0
AAPL.US,5,20200827,204500,125.82,125.86,125.32,125.33,1321744,0
AAPL.US,5,20200827,205000,125.34,125.57,125.33,125.5,976724,0
AAPL.US,5,20200827,205500,125.49,125.69,125.47,125.66,737456,0
AAPL.US,5,20200827,210000,125.66,125.8,125.5,125.52,904092,0
AAPL.US,5,20200827,210500,125.5,125.57,125.35,125.48,961236,0
AAPL.US,5,20200827,211000,125.48,125.6,125.38,125.46,954608,0
AAPL.US,5,20200827,211500,125.46,125.69,125.43,125.6,620792,0
AAPL.US,5,20200827,212000,125.6,125.73,125.58,125.61,730448,0
AAPL.US,5,20200827,212500,125.61,125.64,125.51,125.57,609888,0
AAPL.US,5,20200827,213000,125.58,125.67,125.49,125.57,855684,0
AAPL.US,5,20200827,213500,125.57,125.6,125.35,125.36,987500,0
AAPL.US,5,20200827,214000,125.36,125.43,125.13,125.16,1523156,0
AAPL.US,5,20200827,214500,125.16,125.28,125,125.16,2179308,0
AAPL.US,5,20200827,215000,125.14,125.27,124.99,125.19,1909796,0
AAPL.US,5,20200827,215500,125.18,125.26,125,125.01,8693404,0
AAPL.US,5,20200828,153000,126.01,126.26,125.51,125.86,4969796,0
AAPL.US,5,20200828,153500,125.86,125.97,125.45,125.47,1384788,0
AAPL.US,5,20200828,154000,125.48,125.72,125.32,125.68,1699804,0
AAPL.US,5,20200828,154500,125.68,125.7,125,125.13,2453768,0
AAPL.US,5,20200828,155000,125.12,125.43,124.86,125.25,2475604,0
AAPL.US,5,20200828,155500,125.25,125.88,125.12,125.88,2312088,0
AAPL.US,5,20200828,160000,125.88,125.88,125.6,125.63,1904596,0
AAPL.US,5,20200828,160500,125.62,125.88,125.41,125.6,1277848,0
AAPL.US,5,20200828,161000,125.59,125.75,125.46,125.52,779768,0
AAPL.US,5,20200828,161500,125.52,125.64,125.37,125.52,1222104,0
AAPL.US,5,20200828,162000,125.54,125.87,125.29,125.71,1580988,0
AAPL.US,5,20200828,162500,125.73,125.79,125.62,125.7,904440,0
AAPL.US,5,20200828,163000,125.69,125.76,125.43,125.54,961444,0
AAPL.US,5,20200828,163500,125.54,125.61,125.33,125.52,945656,0
AAPL.US,5,20200828,164000,125.54,125.62,125.38,125.54,817008,0
AAPL.US,5,20200828,164500,125.53,125.58,125.18,125.46,1098140,0
AAPL.US,5,20200828,165000,125.47,125.49,125.22,125.37,858060,0
AAPL.US,5,20200828,165500,125.37,125.4,125.06,125.13,1101052,0
AAPL.US,5,20200828,170000,125.15,125.27,125,125.15,1463248,0
AAPL.US,5,20200828,170500,125.16,125.44,125.12,125.37,1087176,0
AAPL.US,5,20200828,171000,125.37,125.56,125.32,125.41,1030284,0
AAPL.US,5,20200828,171500,125.41,125.48,125.33,125.39,649708,0
AAPL.US,5,20200828,172000,125.4,125.74,125.39,125.67,1500932,0
AAPL.US,5,20200828,172500,125.67,125.89,125.65,125.89,1414072,0
AAPL.US,5,20200828,173000,125.88,125.89,125.61,125.65,1104656,0
AAPL.US,5,20200828,173500,125.65,125.75,125.55,125.63,624952,0
AAPL.US,5,20200828,174000,125.63,125.67,125.54,125.67,642092,0
AAPL.US,5,20200828,174500,125.66,125.67,125.55,125.59,668756,0
AAPL.US,5,20200828,175000,125.58,125.59,125.41,125.51,882956,0
AAPL.US,5,20200828,175500,125.51,125.74,125.5,125.61,813944,0
AAPL.US,5,20200828,180000,125.59,125.66,125.5,125.58,626428,0
AAPL.US,5,20200828,180500,125.56,125.63,125.53,125.56,506320,0
AAPL.US,5,20200828,181000,125.57,125.59,125.47,125.51,597336,0
AAPL.US,5,20200828,181500,125.51,125.68,125.45,125.46,671468,0
AAPL.US,5,20200828,182000,125.47,125.54,125.38,125.44,931308,0
AAPL.US,5,20200828,182500,125.44,125.46,125.34,125.41,697236,0
AAPL.US,5,20200828,183000,125.42,125.46,125.25,125.31,737384,0
AAPL.US,5,20200828,183500,125.32,125.4,125.18,125.35,821900,0
AAPL.US,5,20200828,184000,125.35,125.42,125.19,125.21,632220,0
AAPL.US,5,20200828,184500,125.22,125.37,125.2,125.29,665904,0
AAPL.US,5,20200828,185000,125.28,125.3,125.12,125.22,784076,0
AAPL.US,5,20200828,185500,125.22,125.38,125.22,125.36,572184,0
AAPL.US,5,20200828,190000,125.36,125.41,125.28,125.32,595384,0
AAPL.US,5,20200828,190500,125.32,125.36,125.11,125.2,779436,0
AAPL.US,5,20200828,191000,125.2,125.22,124.93,124.96,1487264,0
AAPL.US,5,20200828,191500,124.94,125.23,124.93,125.19,1193000,0
AAPL.US,5,20200828,192000,125.19,125.28,125.07,125.12,785324,0
AAPL.US,5,20200828,192500,125.12,125.12,124.82,124.83,1045740,0
AAPL.US,5,20200828,193000,124.83,124.96,124.58,124.76,2049644,0
AAPL.US,5,20200828,193500,124.77,125.03,124.75,125.02,1010028,0
AAPL.US,5,20200828,194000,125.02,125.12,124.94,125.02,1104660,0
AAPL.US,5,20200828,194500,125.02,125.07,124.82,124.85,877192,0
AAPL.US,5,20200828,195000,124.84,125.23,124.84,125.16,1258480,0
AAPL.US,5,20200828,195500,125.18,125.18,124.98,125.03,903340,0
AAPL.US,5,20200828,200000,125.04,125.1,124.96,125,859944,0
AAPL.US,5,20200828,200500,124.98,125.35,124.92,125.28,1366508,0
AAPL.US,5,20200828,201000,125.27,125.36,125.17,125.22,974912,0
AAPL.US,5,20200828,201500,125.2,125.3,125.1,125.15,1103332,0
AAPL.US,5,20200828,202000,125.15,125.17,125.02,125.05,834232,0
AAPL.US,5,20200828,202500,125.05,125.17,125,125.04,899288,0
AAPL.US,5,20200828,203000,125.04,125.11,124.94,124.97,875408,0
AAPL.US,5,20200828,203500,124.97,125.1,124.95,125.03,781588,0
AAPL.US,5,20200828,204000,125.03,125.26,125.02,125.21,1146620,0
AAPL.US,5,20200828,204500,125.21,125.62,125.21,125.6,2046124,0
AAPL.US,5,20200828,205000,125.59,125.68,125.17,125.2,2060660,0
AAPL.US,5,20200828,205500,125.19,125.29,125.04,125.2,1430900,0
AAPL.US,5,20200828,210000,125.2,125.36,125.13,125.23,1147300,0
AAPL.US,5,20200828,210500,125.23,125.42,125.22,125.4,982452,0
AAPL.US,5,20200828,211000,125.39,125.56,125.38,125.53,1376044,0
AAPL.US,5,20200828,211500,125.52,125.58,125.4,125.48,1158464,0
AAPL.US,5,20200828,212000,125.47,125.49,125.21,125.29,1494628,0
AAPL.US,5,20200828,212500,125.29,125.44,125.28,125.38,1165508,0
AAPL.US,5,20200828,213000,125.38,125.68,125.33,125.6,1826476,0
AAPL.US,5,20200828,213500,125.6,125.74,125.5,125.72,2213136,0
AAPL.US,5,20200828,214000,125.73,126.44,125.71,126.09,5776204,0
AAPL.US,5,20200828,214500,126.09,126.32,125.71,125.8,3201728,0
AAPL.US,5,20200828,215000,125.79,126.44,124.8,124.87,6562512,0
AAPL.US,5,20200828,215500,124.87,125.19,124.71,124.81,33728000,0
AAPL.US,5,20200831,153000,127.58,128.46,126.61,127.17,6575085,0
AAPL.US,5,20200831,153500,127.179,127.62,126.34,126.48,3110252,0
AAPL.US,5,20200831,154000,126.47,128.39,126.47,128.26,2961064,0
AAPL.US,5,20200831,154500,128.32,128.44,127.44,127.978,3772748,0
AAPL.US,5,20200831,155000,127.975,128.35,127.66,127.89,2893621,0
AAPL.US,5,20200831,155500,127.885,128.5,127.73,128.065,2728585,0
AAPL.US,5,20200831,160000,128.032,128.28,127.6,127.89,2502939,0
AAPL.US,5,20200831,160500,127.887,127.89,127.12,127.627,2814546,0
AAPL.US,5,20200831,161000,127.61,127.96,127.46,127.959,1814132,0
AAPL.US,5,20200831,161500,127.953,128.19,127.8,128.173,2272928,0
AAPL.US,5,20200831,162000,128.18,128.5,127.96,128.441,2509080,0
AAPL.US,5,20200831,162500,128.45,128.46,127.76,128.23,2357970,0
AAPL.US,5,20200831,163000,128.23,128.59,128,128.09,2325751,0
AAPL.US,5,20200831,163500,128.09,128.75,127.85,128.379,3154133,0
AAPL.US,5,20200831,164000,128.37,128.49,128.08,128.17,1604562,0
AAPL.US,5,20200831,164500,128.17,128.75,127.91,128.625,2333910,0
AAPL.US,5,20200831,165000,128.63,129.19,128.59,129.15,3399906,0
AAPL.US,5,20200831,165500,129.17,129.5,129.02,129.05,3023062,0
AAPL.US,5,20200831,170000,129.067,129.75,127.92,129.677,3199616,0
AAPL.US,5,20200831,170500,129.68,129.86,129.54,129.837,2792916,0
AAPL.US,5,20200831,171000,129.839,130.05,129.51,129.525,3744577,0
AAPL.US,5,20200831,171500,129.524,129.65,129.03,129.065,2375874,0
AAPL.US,5,20200831,172000,129.04,129.09,128.395,128.674,3311931,0
AAPL.US,5,20200831,172500,128.66,128.72,128,128.53,2495177,0
AAPL.US,5,20200831,173000,128.54,128.55,127.7,128.19,2471435,0
AAPL.US,5,20200831,173500,128.185,128.78,127.84,128.725,2343283,0
AAPL.US,5,20200831,174000,128.71,129,128.6,128.87,1883593,0
AAPL.US,5,20200831,174500,128.882,129.35,128.881,129.235,2094760,0
AAPL.US,5,20200831,175000,129.215,129.52,129.05,129.35,1906246,0
AAPL.US,5,20200831,175500,129.349,129.5,128.8,128.96,1721202,0
AAPL.US,5,20200831,180000,128.95,129,128.53,128.875,1870194,0
AAPL.US,5,20200831,180500,128.887,129.19,128.66,129.065,1311284,0
AAPL.US,5,20200831,181000,129.056,129.29,128.72,128.812,1409690,0
AAPL.US,5,20200831,181500,128.795,129.37,128.795,129.156,1279910,0
AAPL.US,5,20200831,182000,129.14,129.29,129,129.21,915563,0
AAPL.US,5,20200831,182500,129.205,129.41,128.96,129.326,1183810,0
AAPL.US,5,20200831,183000,129.33,129.36,128.96,129.328,1182694,0
AAPL.US,5,20200831,183500,129.35,129.5,129.2,129.28,1057125,0
AAPL.US,5,20200831,184000,129.28,129.47,129.04,129.225,978269,0
AAPL.US,5,20200831,184500,129.215,129.69,129.16,129.331,1537628,0
AAPL.US,5,20200831,185000,129.35,129.43,129.2,129.284,904773,0
AAPL.US,5,20200831,185500,129.28,129.539,129.25,129.45,973846,0
AAPL.US,5,20200831,190000,129.47,129.61,129.4,129.61,942569,0
AAPL.US,5,20200831,190500,129.594,130.37,129.54,130.3,3374981,0
AAPL.US,5,20200831,191000,130.32,130.36,130.02,130.36,2021499,0
AAPL.US,5,20200831,191500,130.36,130.55,130.25,130.51,1784784,0
AAPL.US,5,20200831,192000,130.52,130.85,130.47,130.83,1871223,0
AAPL.US,5,20200831,192500,130.824,130.9,130.2,130.26,2038004,0
AAPL.US,5,20200831,193000,130.257,130.65,130.257,130.537,1269761,0
AAPL.US,5,20200831,193500,130.53,130.65,130.32,130.43,1153516,0
AAPL.US,5,20200831,194000,130.432,130.95,130.35,130.881,1458944,0
AAPL.US,5,20200831,194500,130.88,131,130.75,130.875,1739437,0
AAPL.US,5,20200831,195000,130.885,130.9,130.57,130.66,1078643,0
AAPL.US,5,20200831,195500,130.68,130.8,130.51,130.69,980148,0
AAPL.US,5,20200831,200000,130.681,130.78,130.5,130.69,1062249,0
AAPL.US,5,20200831,200500,130.69,130.78,130.5,130.64,905400,0
AAPL.US,5,20200831,201000,130.645,130.89,130.64,130.795,1115796,0
AAPL.US,5,20200831,201500,130.795,130.88,130.72,130.78,891855,0
AAPL.US,5,20200831,202000,130.788,130.85,130.58,130.715,986558,0
AAPL.US,5,20200831,202500,130.715,130.77,130.6,130.63,785621,0
AAPL.US,5,20200831,203000,130.63,130.631,130,130.04,1803207,0
AAPL.US,5,20200831,203500,130.033,130.12,129.76,129.96,1739276,0
AAPL.US,5,20200831,204000,129.96,130.29,129.82,130.265,1511997,0
