<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TSLA.US,5,20200818,202500,380.7,381.37,379.52,380.16,385105,0
TSLA.US,5,20200818,203000,380.05,382.4,380,381.93,551895,0
TSLA.US,5,20200818,203500,381.91,382.32,381.14,382.04,305580,0
TSLA.US,5,20200818,204000,382.01,382.26,381.08,381.58,328705,0
TSLA.US,5,20200818,204500,381.66,382.08,380.8,381.54,313580,0
TSLA.US,5,20200818,205000,381.49,382,381.11,381.99,227310,0
TSLA.US,5,20200818,205500,381.71,382.64,381.44,382.15,337310,0
TSLA.US,5,20200818,210000,382.22,382.75,381.34,381.34,303630,0
TSLA.US,5,20200818,210500,381.3,382.2,380.4,380.94,294645,0
TSLA.US,5,20200818,211000,381.02,381.44,380.6,381.3,177590,0
TSLA.US,5,20200818,211500,381.36,381.36,380.21,380.76,205340,0
TSLA.US,5,20200818,212000,380.7,381.01,379.4,379.49,232350,0
TSLA.US,5,20200818,212500,379.53,379.86,378.5,379,407560,0
TSLA.US,5,20200818,213000,378.81,380.57,378.81,380.25,337350,0
TSLA.US,5,20200818,213500,380.27,381.18,379.12,379.28,415215,0
TSLA.US,5,20200818,214000,379.11,380.6,379.06,379.58,322055,0
TSLA.US,5,20200818,214500,379.5,380.12,378,378.13,354835,0
TSLA.US,5,20200818,215000,378.21,378.39,376.24,376.43,714495,0
TSLA.US,5,20200818,215500,376.46,378.16,376.2,377.42,1324935,0
TSLA.US,5,20200819,153000,373,374.8,368.24,372.12,2088965,0
TSLA.US,5,20200819,153500,372.19,375.61,372.15,372.71,1068325,0
TSLA.US,5,20200819,154000,372.72,373.38,370.05,370.59,651735,0
TSLA.US,5,20200819,154500,370.44,372.69,369.57,371.8,842340,0
TSLA.US,5,20200819,155000,371.89,374.7,371.73,372.72,643155,0
TSLA.US,5,20200819,155500,372.52,375.62,372.52,375.5,740070,0
TSLA.US,5,20200819,160000,375.5,379.4,375.4,377.6,1238850,0
TSLA.US,5,20200819,160500,377.85,380.93,377.6,379.29,1088450,0
TSLA.US,5,20200819,161000,378.99,381.6,378.69,381.26,712410,0
TSLA.US,5,20200819,161500,381.2,381.29,379.1,379.43,493335,0
TSLA.US,5,20200819,162000,379.2,380,378.21,379.9,460720,0
TSLA.US,5,20200819,162500,379.88,379.88,377.65,379.42,392060,0
TSLA.US,5,20200819,163000,379.2,380.4,378.84,379.63,410590,0
TSLA.US,5,20200819,163500,379.97,381.17,379.4,379.58,434765,0
TSLA.US,5,20200819,164000,379.48,380.01,376.26,376.95,723205,0
TSLA.US,5,20200819,164500,376.86,377.41,375.96,376.97,557380,0
TSLA.US,5,20200819,165000,376.78,378.4,376.4,377.58,408500,0
TSLA.US,5,20200819,165500,377.6,377.66,376.7,377.66,174350,0
TSLA.US,5,20200819,170000,377.62,378.49,376.61,376.94,292065,0
TSLA.US,5,20200819,170500,377.18,377.42,376.71,376.98,81080,0
TSLA.US,5,20200819,171000,376.94,377.66,376,376.01,316190,0
TSLA.US,5,20200819,171500,376.27,378.37,376.27,377.54,294880,0
TSLA.US,5,20200819,172000,377.7,378.09,377.23,377.89,188810,0
TSLA.US,5,20200819,172500,377.89,378,377.33,377.92,166605,0
TSLA.US,5,20200819,173000,378,379.7,377.86,379.69,558500,0
TSLA.US,5,20200819,173500,379.68,380.4,378.6,379.2,380625,0
TSLA.US,5,20200819,174000,379.2,379.49,378.73,379.14,144250,0
TSLA.US,5,20200819,174500,379.11,379.23,378.35,378.79,146170,0
TSLA.US,5,20200819,175000,378.68,379.95,378.68,379.89,171215,0
TSLA.US,5,20200819,175500,379.89,380.55,379.58,380.4,519155,0
TSLA.US,5,20200819,180000,380.4,380.9,379.46,380.47,319560,0
TSLA.US,5,20200819,180500,380.46,381.14,379.81,379.96,320585,0
TSLA.US,5,20200819,181000,379.81,380.52,379.66,379.97,154475,0
TSLA.US,5,20200819,181500,380,380.47,379.8,379.8,107460,0
TSLA.US,5,20200819,182000,380,381.19,379.71,381.19,212565,0
TSLA.US,5,20200819,182500,381.12,382.2,380.69,380.72,536000,0
TSLA.US,5,20200819,183000,380.81,381.12,380.21,380.3,181105,0
TSLA.US,5,20200819,183500,380.36,380.94,380,380.78,147840,0
TSLA.US,5,20200819,184000,380.7,380.87,379.85,379.9,133635,0
TSLA.US,5,20200819,184500,379.92,380.25,379.4,379.75,186990,0
TSLA.US,5,20200819,185000,379.75,379.89,378.94,379.57,227510,0
TSLA.US,5,20200819,185500,379.54,379.68,378.22,378.93,282875,0
TSLA.US,5,20200819,190000,379.02,379.64,378.98,379.4,208520,0
TSLA.US,5,20200819,190500,379.5,379.75,379,379.07,104175,0
TSLA.US,5,20200819,191000,379.08,379.8,379.08,379.67,86250,0
TSLA.US,5,20200819,191500,379.66,380.01,379.2,379.62,135465,0
TSLA.US,5,20200819,192000,379.58,380.6,379.51,380.35,149840,0
TSLA.US,5,20200819,192500,380.43,380.8,380.07,380.11,127105,0
TSLA.US,5,20200819,193000,380.11,381.19,380.11,380.99,258510,0
TSLA.US,5,20200819,193500,380.99,381.08,380.2,380.9,213195,0
TSLA.US,5,20200819,194000,380.77,380.79,380.2,380.3,80955,0
TSLA.US,5,20200819,194500,380.27,380.7,380.03,380.42,108050,0
TSLA.US,5,20200819,195000,380.51,381.02,380.5,380.64,97855,0
TSLA.US,5,20200819,195500,380.58,381.13,380.2,380.94,96035,0
TSLA.US,5,20200819,200000,381.14,381.64,380.47,380.77,317290,0
TSLA.US,5,20200819,200500,380.61,380.66,378.22,379.61,560515,0
TSLA.US,5,20200819,201000,379.6,379.61,377.24,377.59,346145,0
TSLA.US,5,20200819,201500,377.51,378.26,375.55,375.61,533940,0
TSLA.US,5,20200819,202000,375.56,377.35,373.61,376.59,1134225,0
TSLA.US,5,20200819,202500,376.43,377.99,376.11,376.96,469940,0
TSLA.US,5,20200819,203000,377.12,377.88,376.11,377.5,340635,0
TSLA.US,5,20200819,203500,377.51,378.52,376.6,378.34,278825,0
TSLA.US,5,20200819,204000,378.19,378.76,377.54,377.89,355350,0
TSLA.US,5,20200819,204500,378,378.91,377.98,378.33,220470,0
TSLA.US,5,20200819,205000,378.5,379.34,378.46,379.07,223045,0
TSLA.US,5,20200819,205500,379.1,379.67,378.66,378.75,202790,0
TSLA.US,5,20200819,210000,378.62,378.98,377.96,378.55,198790,0
TSLA.US,5,20200819,210500,378.47,378.61,378.2,378.42,90150,0
TSLA.US,5,20200819,211000,378.52,378.96,377.41,377.41,190380,0
TSLA.US,5,20200819,211500,377.4,377.91,377.13,377.51,314955,0
TSLA.US,5,20200819,212000,377.41,377.53,376.59,377,233985,0
TSLA.US,5,20200819,212500,376.99,377.79,376.92,377.27,186125,0
TSLA.US,5,20200819,213000,377.2,377.71,376.49,376.49,264440,0
TSLA.US,5,20200819,213500,376.53,376.95,374.67,374.71,550205,0
TSLA.US,5,20200819,214000,374.77,376.57,374.4,376.56,533165,0
TSLA.US,5,20200819,214500,376.5,376.55,375.22,375.49,352300,0
TSLA.US,5,20200819,215000,375.41,376.42,374.87,376.07,538980,0
TSLA.US,5,20200819,215500,375.93,376.1,375.51,375.71,857650,0
TSLA.US,5,20200820,153000,372.14,377.4,371.41,376.91,1307530,0
TSLA.US,5,20200820,153500,377.12,377.44,374.6,375.01,709045,0
TSLA.US,5,20200820,154000,374.9,377,374.6,376.83,386820,0
TSLA.US,5,20200820,154500,376.8,379.32,376.73,378.41,765380,0
TSLA.US,5,20200820,155000,378.27,379.12,377.6,378.84,588965,0
TSLA.US,5,20200820,155500,378.62,379.05,377.8,377.94,296055,0
TSLA.US,5,20200820,160000,377.82,378.55,377.27,377.62,330640,0
TSLA.US,5,20200820,160500,377.95,379.72,377.79,378.47,478395,0
TSLA.US,5,20200820,161000,378.77,378.77,377.47,377.97,348915,0
TSLA.US,5,20200820,161500,378.04,378.3,377.2,378.02,240065,0
TSLA.US,5,20200820,162000,378.1,378.4,377.4,377.78,252585,0
TSLA.US,5,20200820,162500,377.97,379.1,377.88,378.6,361720,0
TSLA.US,5,20200820,163000,378.78,379.07,377.84,378.36,188380,0
TSLA.US,5,20200820,163500,378.44,378.49,377.6,377.72,176830,0
TSLA.US,5,20200820,164000,377.63,378.26,377.6,377.97,167460,0
TSLA.US,5,20200820,164500,377.94,378.9,377.74,378.58,243775,0
TSLA.US,5,20200820,165000,378.68,380.97,378.67,380.94,800475,0
TSLA.US,5,20200820,165500,380.82,386.6,380.6,385.96,1595645,0
TSLA.US,5,20200820,170000,386.37,390,384.66,389.86,1714105,0
TSLA.US,5,20200820,170500,389.82,390.56,388.41,390.18,1626380,0
TSLA.US,5,20200820,171000,390.14,394.79,389.04,394.49,1953995,0
TSLA.US,5,20200820,171500,394.57,394.69,391.1,391.82,1361825,0
TSLA.US,5,20200820,172000,391.83,394,391.48,392.9,873410,0
TSLA.US,5,20200820,172500,393,396.54,393,396.42,1633845,0
TSLA.US,5,20200820,173000,396.5,397.96,395.5,397.13,1382615,0
TSLA.US,5,20200820,173500,397.14,398.8,396.2,398.07,1148605,0
TSLA.US,5,20200820,174000,397.81,398.95,396.92,398.31,869545,0
TSLA.US,5,20200820,174500,398.3,398.8,396.44,396.6,1019940,0
TSLA.US,5,20200820,175000,396.62,397.84,395.47,397.38,956815,0
TSLA.US,5,20200820,175500,397.57,398.2,396.4,397.43,602365,0
TSLA.US,5,20200820,180000,397.36,398.24,396.6,397.41,622385,0
TSLA.US,5,20200820,180500,397.55,399.4,397,397.62,1003615,0
TSLA.US,5,20200820,181000,397.62,398.51,397.24,397.91,573590,0
TSLA.US,5,20200820,181500,397.94,399.4,397.74,398.02,785135,0
TSLA.US,5,20200820,182000,398.01,399.4,397.71,398.57,576890,0
TSLA.US,5,20200820,182500,398.45,399.4,397.82,398.15,521325,0
TSLA.US,5,20200820,183000,398.01,398.94,397.01,397.6,471405,0
TSLA.US,5,20200820,183500,397.66,398.8,397.64,398.49,461405,0
TSLA.US,5,20200820,184000,398.49,399,398.11,398.47,344905,0
TSLA.US,5,20200820,184500,398.59,400,397.27,398.61,1139685,0
TSLA.US,5,20200820,185000,398.52,398.96,398,398.64,355990,0
TSLA.US,5,20200820,185500,398.71,400,398.61,399,763615,0
TSLA.US,5,20200820,190000,398.89,400.63,397.6,398.01,1327540,0
TSLA.US,5,20200820,190500,398.2,399.11,397.27,398.4,642420,0
TSLA.US,5,20200820,191000,398.25,399.32,398,398.4,440905,0
TSLA.US,5,20200820,191500,398.4,399.72,398.21,399.3,512795,0
TSLA.US,5,20200820,192000,399.39,399.8,398.68,399.35,442720,0
TSLA.US,5,20200820,192500,399.34,399.4,398.8,399.01,265060,0
TSLA.US,5,20200820,193000,399,399.4,398.7,399,256745,0
TSLA.US,5,20200820,193500,399.17,399.17,398.2,398.87,223065,0
TSLA.US,5,20200820,194000,398.87,398.91,397.79,397.86,256520,0
TSLA.US,5,20200820,194500,397.78,397.81,393.2,395.93,1492030,0
TSLA.US,5,20200820,195000,396.2,397.38,395.33,396.71,554385,0
TSLA.US,5,20200820,195500,396.65,397.97,396.5,397.6,376160,0
TSLA.US,5,20200820,200000,397.6,398.6,397.22,398.15,413905,0
TSLA.US,5,20200820,200500,398.35,398.4,396.71,397.12,295665,0
TSLA.US,5,20200820,201000,397.42,397.42,396.08,396.27,284995,0
TSLA.US,5,20200820,201500,396.22,398.33,396.06,398.19,431545,0
TSLA.US,5,20200820,202000,398.25,398.8,397.8,398.54,414070,0
TSLA.US,5,20200820,202500,398.6,399.37,397.6,399.05,456615,0
TSLA.US,5,20200820,203000,399.05,399.1,398,398.52,191770,0
TSLA.US,5,20200820,203500,398.52,399.55,398.15,399.34,253020,0
TSLA.US,5,20200820,204000,399.52,402,399.13,401.33,1260695,0
TSLA.US,5,20200820,204500,401.68,403.6,401.26,401.78,1367845,0
TSLA.US,5,20200820,205000,401.74,404.4,401.45,403.06,996010,0
TSLA.US,5,20200820,205500,403.11,403.77,402.25,402.83,556280,0
TSLA.US,5,20200820,210000,402.83,403.19,401.2,402.27,466240,0
TSLA.US,5,20200820,210500,402.36,404,402.2,403.33,549145,0
TSLA.US,5,20200820,211000,403.42,403.59,402.27,402.88,552735,0
TSLA.US,5,20200820,211500,402.95,403.19,401.67,401.74,454905,0
TSLA.US,5,20200820,212000,401.72,402.52,399.2,402,773125,0
TSLA.US,5,20200820,212500,401.92,402.6,400.43,401.42,511785,0
TSLA.US,5,20200820,213000,401.39,402.39,400.37,401.49,456235,0
TSLA.US,5,20200820,213500,401.51,403,401.34,402.64,450845,0
TSLA.US,5,20200820,214000,402.52,402.96,401.2,401.88,425760,0
TSLA.US,5,20200820,214500,401.82,402.73,401.3,401.4,396810,0
TSLA.US,5,20200820,215000,401.4,402.2,401.2,401.59,360515,0
TSLA.US,5,20200820,215500,401.59,401.89,400,400.37,1220910,0
TSLA.US,5,20200821,153000,408.95,413.95,406.66,412.58,3101525,0
TSLA.US,5,20200821,153500,412.86,416.34,411.84,415.72,1320695,0
TSLA.US,5,20200821,154000,415.78,415.86,411,414.86,1541070,0
TSLA.US,5,20200821,154500,414.69,415.77,412.95,413.79,1288435,0
TSLA.US,5,20200821,155000,414.06,414.45,411.6,412.35,964290,0
TSLA.US,5,20200821,155500,412.3,413.2,409.22,411.5,1394010,0
TSLA.US,5,20200821,160000,411.51,411.77,405.01,408.07,1581990,0
TSLA.US,5,20200821,160500,408.08,410.81,405.43,410.4,1117035,0
TSLA.US,5,20200821,161000,410.23,411.4,408.6,409.65,928825,0
TSLA.US,5,20200821,161500,409.51,412.8,409.33,411.55,830075,0
TSLA.US,5,20200821,162000,411.47,411.58,409,411,738115,0
TSLA.US,5,20200821,162500,411,413.1,410,412.68,756090,0
TSLA.US,5,20200821,163000,412.84,413.4,411.6,411.75,628275,0
TSLA.US,5,20200821,163500,411.99,412.71,410.69,411.2,496360,0
TSLA.US,5,20200821,164000,411.33,412,410.46,411.06,458025,0
TSLA.US,5,20200821,164500,411.07,412.66,411.07,411.75,525140,0
TSLA.US,5,20200821,165000,411.7,413.2,411.27,412,479970,0
TSLA.US,5,20200821,165500,411.96,412.2,410,410.8,475560,0
TSLA.US,5,20200821,170000,410.8,411.15,409.4,410.38,510475,0
TSLA.US,5,20200821,170500,410.6,411.4,410,410.65,393315,0
TSLA.US,5,20200821,171000,411.03,413.16,411,412.08,763360,0
TSLA.US,5,20200821,171500,412.08,413.2,411.05,411.27,638260,0
TSLA.US,5,20200821,172000,411.31,412.09,411.13,411.61,256105,0
TSLA.US,5,20200821,172500,411.6,411.96,411,411.8,337630,0
TSLA.US,5,20200821,173000,411.83,411.97,410,410.32,398310,0
TSLA.US,5,20200821,173500,410.46,411.27,410,410.46,241675,0
TSLA.US,5,20200821,174000,410.4,411.59,410.23,410.51,333095,0
TSLA.US,5,20200821,174500,410.53,411.8,410.47,411.63,304495,0
TSLA.US,5,20200821,175000,411.74,411.8,410.54,410.78,218170,0
TSLA.US,5,20200821,175500,410.88,411.11,408.26,408.68,561000,0
TSLA.US,5,20200821,180000,408.67,410.8,407.9,410.33,561490,0
TSLA.US,5,20200821,180500,410.33,411.4,410.13,410.6,327445,0
TSLA.US,5,20200821,181000,410.49,414.8,410.49,414.7,1067375,0
TSLA.US,5,20200821,181500,414.6,415.6,413.96,415.09,929235,0
TSLA.US,5,20200821,182000,415.09,415.22,413.4,414.43,596620,0
TSLA.US,5,20200821,182500,414.47,417.88,414.37,417.58,1304285,0
TSLA.US,5,20200821,183000,417.66,418.42,416.61,418.22,933340,0
TSLA.US,5,20200821,183500,418.25,418.27,416.77,417.02,573640,0
TSLA.US,5,20200821,184000,417.09,417.6,415.66,416.63,547525,0
TSLA.US,5,20200821,184500,416.73,417.08,415.81,416.2,273400,0
TSLA.US,5,20200821,185000,416.31,416.77,414.6,416.58,427885,0
TSLA.US,5,20200821,185500,416.5,417.47,415.6,416.89,334080,0
TSLA.US,5,20200821,190000,417.03,417.03,415.9,416.38,263810,0
TSLA.US,5,20200821,190500,416.49,417.49,416.41,417.27,325180,0
TSLA.US,5,20200821,191000,417.12,417.5,416.74,417.01,231380,0
TSLA.US,5,20200821,191500,417.08,417.08,415.66,416.66,319400,0
TSLA.US,5,20200821,192000,416.71,416.98,416.05,416.64,297650,0
TSLA.US,5,20200821,192500,416.6,416.65,415.77,416.26,268845,0
TSLA.US,5,20200821,193000,416.45,416.9,415.89,416.9,239125,0
TSLA.US,5,20200821,193500,416.9,417.6,416.9,417.11,372990,0
TSLA.US,5,20200821,194000,417.19,417.55,417,417.04,189210,0
TSLA.US,5,20200821,194500,417.18,418.71,416.68,418.59,526855,0
TSLA.US,5,20200821,195000,418.74,418.74,417.65,418.1,435665,0
TSLA.US,5,20200821,195500,418.19,418.4,417.21,418,432955,0
TSLA.US,5,20200821,200000,417.98,418.6,417.43,418.49,405490,0
TSLA.US,5,20200821,200500,418.52,418.98,417.75,417.94,497100,0
TSLA.US,5,20200821,201000,417.93,417.98,416,417.39,582995,0
TSLA.US,5,20200821,201500,417.44,417.75,416.92,417.4,269705,0
TSLA.US,5,20200821,202000,417.39,417.94,417,417.86,240000,0
TSLA.US,5,20200821,202500,417.85,418.98,417.79,418.69,413460,0
TSLA.US,5,20200821,203000,418.66,419.1,418.35,418.6,418855,0
TSLA.US,5,20200821,203500,418.54,418.54,417.4,417.68,330660,0
TSLA.US,5,20200821,204000,417.71,418.31,417.69,417.86,249250,0
TSLA.US,5,20200821,204500,417.97,418.4,417,417,331150,0
TSLA.US,5,20200821,205000,417.17,417.7,415.63,417.39,585615,0
TSLA.US,5,20200821,205500,417.45,418.82,417.38,417.93,528840,0
TSLA.US,5,20200821,210000,417.89,418.6,417.06,417.25,379180,0
TSLA.US,5,20200821,210500,417.3,417.92,417,417.7,320950,0
TSLA.US,5,20200821,211000,417.61,418.05,416.85,417,268210,0
TSLA.US,5,20200821,211500,416.93,417,414.8,415.03,805835,0
TSLA.US,5,20200821,212000,415.25,417.6,415,416.46,579905,0
TSLA.US,5,20200821,212500,416.49,416.89,415.54,416.57,417940,0
TSLA.US,5,20200821,213000,416.41,416.41,411.05,411.22,1023525,0
TSLA.US,5,20200821,213500,411.27,412.89,409.23,410.76,1528815,0
TSLA.US,5,20200821,214000,410.6,411.29,407.2,408.34,1747110,0
TSLA.US,5,20200821,214500,408.4,410.8,408.22,409.26,1095700,0
TSLA.US,5,20200821,215000,409.14,411.58,408.42,411.13,1188085,0
TSLA.US,5,20200821,215500,411.24,411.24,409.33,410,1596345,0
TSLA.US,5,20200824,153000,425.25,425.8,419.47,421.77,2613060,0
TSLA.US,5,20200824,153500,421.69,424.51,421.31,422.52,1408510,0
TSLA.US,5,20200824,154000,422.35,422.73,413.7,414.26,1672535,0
TSLA.US,5,20200824,154500,414.48,416.79,411.68,413.85,1556180,0
TSLA.US,5,20200824,155000,413.94,414.87,385.5,389.63,3283620,0
TSLA.US,5,20200824,155500,389.14,401.6,389.13,400.31,2202640,0
TSLA.US,5,20200824,160000,400.46,400.59,393.02,396.72,1186925,0
TSLA.US,5,20200824,160500,396.94,399.45,394.2,397.19,965880,0
TSLA.US,5,20200824,161000,396.84,401.61,394.79,401.38,957600,0
TSLA.US,5,20200824,161500,401.4,403.65,400.66,401.78,976835,0
TSLA.US,5,20200824,162000,402,403.39,398.68,399.35,669110,0
TSLA.US,5,20200824,162500,399.3,399.65,396.38,397.82,586735,0
TSLA.US,5,20200824,163000,397.66,398.98,395.06,396.05,830755,0
TSLA.US,5,20200824,163500,396.27,399.73,394.44,399.42,622940,0
TSLA.US,5,20200824,164000,399.4,399.78,397,398.42,465470,0
TSLA.US,5,20200824,164500,398.4,398.5,393.68,396.38,973170,0
TSLA.US,5,20200824,165000,396.37,397.54,393,393,664780,0
TSLA.US,5,20200824,165500,393.1,397.3,393,397.3,615550,0
TSLA.US,5,20200824,170000,397.12,399.29,396.1,398.45,651255,0
TSLA.US,5,20200824,170500,398.54,403.6,397.74,402.81,1168195,0
TSLA.US,5,20200824,171000,402.93,404.66,400.54,401.3,708755,0
TSLA.US,5,20200824,171500,400.79,401.55,399,400.29,364980,0
TSLA.US,5,20200824,172000,400.58,401.4,398.98,400.12,255445,0
TSLA.US,5,20200824,172500,400.12,400.4,396.84,398,408845,0
TSLA.US,5,20200824,173000,398.29,400,397.6,399,326160,0
TSLA.US,5,20200824,173500,398.84,402.4,398.56,402.39,364905,0
TSLA.US,5,20200824,174000,402.23,403.4,400,403.26,486810,0
TSLA.US,5,20200824,174500,403.39,404.8,402.34,403.07,654410,0
TSLA.US,5,20200824,175000,403.14,404.2,402.42,402.8,411980,0
TSLA.US,5,20200824,175500,402.77,403.94,402.22,403.15,297450,0
TSLA.US,5,20200824,180000,403.37,408.4,402.8,407.3,856140,0
TSLA.US,5,20200824,180500,407.39,410,407.39,408.16,930780,0
TSLA.US,5,20200824,181000,408,409.2,407.43,408.6,351160,0
TSLA.US,5,20200824,181500,408.7,412.5,407.8,411.92,821720,0
TSLA.US,5,20200824,182000,411.9,412.27,409.49,410.88,849950,0
TSLA.US,5,20200824,182500,411.04,411.37,407.6,408.16,625275,0
TSLA.US,5,20200824,183000,408.16,409.72,407.16,409.35,418240,0
TSLA.US,5,20200824,183500,409.42,409.42,406.63,406.88,288705,0
TSLA.US,5,20200824,184000,406.89,407.66,405.34,406.48,412045,0
TSLA.US,5,20200824,184500,406.56,406.59,404.81,405.8,261205,0
TSLA.US,5,20200824,185000,405.58,406.37,404.78,406.06,242185,0
TSLA.US,5,20200824,185500,406.12,406.33,403.87,404.29,387305,0
TSLA.US,5,20200824,190000,404.27,407.6,403.41,407.2,868255,0
TSLA.US,5,20200824,190500,407.26,408,406.28,407.6,349280,0
TSLA.US,5,20200824,191000,407.56,407.94,406.41,407.29,214335,0
TSLA.US,5,20200824,191500,407.29,407.29,405.6,406.22,211865,0
TSLA.US,5,20200824,192000,406.4,406.89,405.4,406.33,223865,0
TSLA.US,5,20200824,192500,406.41,406.57,404.99,405.2,179060,0
TSLA.US,5,20200824,193000,405.1,405.47,404.13,404.72,318710,0
TSLA.US,5,20200824,193500,404.84,405.67,403.61,404.08,360180,0
TSLA.US,5,20200824,194000,404.07,404.57,401.07,401.43,358790,0
TSLA.US,5,20200824,194500,401.39,402.35,400.8,401.66,394970,0
TSLA.US,5,20200824,195000,401.67,403,401.46,402.01,279430,0
TSLA.US,5,20200824,195500,402,402.6,400.71,400.71,206420,0
TSLA.US,5,20200824,200000,400.67,401.47,400.13,400.13,362665,0
TSLA.US,5,20200824,200500,400.15,402.84,400.15,402.02,361150,0
TSLA.US,5,20200824,201000,402.18,402.44,401.11,401.32,215800,0
TSLA.US,5,20200824,201500,401.42,404.86,401.42,404.4,511890,0
TSLA.US,5,20200824,202000,404.32,404.6,403.46,403.98,215655,0
TSLA.US,5,20200824,202500,404.11,404.11,401.47,401.89,395440,0
TSLA.US,5,20200824,203000,402,402.5,400.76,400.76,238880,0
TSLA.US,5,20200824,203500,400.81,402.02,400.45,400.63,264250,0
TSLA.US,5,20200824,204000,400.45,401.99,400.23,400.93,381465,0
TSLA.US,5,20200824,204500,401,402.4,400.87,401.36,217905,0
TSLA.US,5,20200824,205000,401.46,401.76,399.2,399.4,442100,0
TSLA.US,5,20200824,205500,399.22,401.01,398.55,400.21,576210,0
TSLA.US,5,20200824,210000,400.33,401.71,400.23,400.75,298135,0
TSLA.US,5,20200824,210500,400.78,400.85,399.6,400.3,271320,0
TSLA.US,5,20200824,211000,400.29,400.95,399.02,400.57,316810,0
TSLA.US,5,20200824,211500,400.78,402.98,400.7,402.16,573330,0
TSLA.US,5,20200824,212000,402.19,403.67,401.25,403.44,383255,0
TSLA.US,5,20200824,212500,403.28,404.34,402.3,402.85,453545,0
TSLA.US,5,20200824,213000,402.86,403,401.2,401.86,388685,0
TSLA.US,5,20200824,213500,401.77,402.23,401.05,401.49,179330,0
TSLA.US,5,20200824,214000,401.6,402.4,400.46,400.74,335295,0
TSLA.US,5,20200824,214500,400.77,401.39,400.4,400.94,263205,0
TSLA.US,5,20200824,215000,401.2,402.96,401.2,402.87,537305,0
TSLA.US,5,20200824,215500,402.8,403.2,401.96,402.84,732000,0
TSLA.US,5,20200825,153000,394.98,401,393.6,400,1925995,0
TSLA.US,5,20200825,153500,399.93,402.84,398.38,398.98,902075,0
TSLA.US,5,20200825,154000,399.48,405.59,398.32,404,826960,0
TSLA.US,5,20200825,154500,403.87,405.31,401,401.07,775665,0
TSLA.US,5,20200825,155000,401.2,402.25,399.57,399.57,604940,0
TSLA.US,5,20200825,155500,399.5,400.82,398.5,400.01,614380,0
TSLA.US,5,20200825,160000,400.25,400.52,397.62,398.17,530435,0
TSLA.US,5,20200825,160500,398.11,399.8,396.01,396.85,610675,0
TSLA.US,5,20200825,161000,396.98,399.8,396.44,399.37,563290,0
TSLA.US,5,20200825,161500,399.38,401.78,399.12,400.43,646070,0
TSLA.US,5,20200825,162000,400.43,400.64,399,399.62,303525,0
TSLA.US,5,20200825,162500,399.46,400.02,397.9,398.5,318105,0
TSLA.US,5,20200825,163000,398.32,398.8,396.74,398.38,299400,0
TSLA.US,5,20200825,163500,398.38,399.48,398.24,398.74,225410,0
TSLA.US,5,20200825,164000,398.9,401.17,398.68,399.8,425080,0
TSLA.US,5,20200825,164500,399.83,401.54,399.6,400.23,338305,0
TSLA.US,5,20200825,165000,400.14,400.2,398.91,399.43,226765,0
TSLA.US,5,20200825,165500,399.59,400.55,399.26,400.2,217115,0
TSLA.US,5,20200825,170000,400.17,400.71,399.06,399.7,257835,0
TSLA.US,5,20200825,170500,399.9,400,398.51,399.47,236485,0
TSLA.US,5,20200825,171000,399.42,399.76,397.81,399.26,377300,0
TSLA.US,5,20200825,171500,399.24,399.43,397.65,398.05,208325,0
TSLA.US,5,20200825,172000,398,399.2,398,399.09,242145,0
TSLA.US,5,20200825,172500,399.12,399.12,397.62,398.6,207270,0
TSLA.US,5,20200825,173000,398.49,398.58,397.4,398,183090,0
TSLA.US,5,20200825,173500,397.89,398,396.87,397.09,238010,0
TSLA.US,5,20200825,174000,397.02,397.99,396.44,397.77,303280,0
TSLA.US,5,20200825,174500,397.72,398.71,397.51,398.19,203255,0
TSLA.US,5,20200825,175000,398.42,398.62,397.7,398.1,136210,0
TSLA.US,5,20200825,175500,398.08,398.33,397.63,397.76,57570,0
TSLA.US,5,20200825,180000,397.79,397.99,396.68,397.07,117190,0
TSLA.US,5,20200825,180500,397.03,397.4,396.13,396.24,185515,0
TSLA.US,5,20200825,181000,396.23,396.23,394.01,394.12,498650,0
TSLA.US,5,20200825,181500,394.02,395.76,393.68,395.29,544265,0
TSLA.US,5,20200825,182000,395.31,397.3,395,397.14,359165,0
TSLA.US,5,20200825,182500,397.07,397.68,396.47,396.96,236735,0
TSLA.US,5,20200825,183000,397.09,397.09,396.1,396.46,222190,0
TSLA.US,5,20200825,183500,396.5,398.4,396.2,398,206095,0
TSLA.US,5,20200825,184000,398.19,400.4,398.06,400.15,521580,0
TSLA.US,5,20200825,184500,400.19,400.4,398.52,398.84,239795,0
TSLA.US,5,20200825,185000,398.6,399,398.15,398.3,131265,0
TSLA.US,5,20200825,185500,398.43,398.87,397.98,398,174130,0
TSLA.US,5,20200825,190000,397.94,399.2,397.53,398.48,262600,0
TSLA.US,5,20200825,190500,398.6,398.62,397.49,398.41,140550,0
TSLA.US,5,20200825,191000,398.44,400.4,398.22,399.61,263415,0
TSLA.US,5,20200825,191500,399.69,399.83,399.1,399.37,155380,0
TSLA.US,5,20200825,192000,399.45,401.6,399.12,401.01,410725,0
TSLA.US,5,20200825,192500,401.02,401.19,400.33,400.77,258410,0
TSLA.US,5,20200825,193000,400.75,401.14,399.41,399.86,246510,0
